Press release,,Origin,,Sampling date,,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,Facility that conducted  the analysis,Radioactive Caesium (Bq/kg_ Provisional  regulation value for fish Radioactive caesium: 500 Bq/kg,Radioactive _odine (Bq/kg_ Provisional  regulation value for fish Radioactive iodine: 2000 Bq/kg,,
Tochigi,"27 January,2012",Tochigi,Tochigi City (Watarase Reservoir) (inland waters),"26 January,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",Not detectable,,Not detectable,,"Tochigi Prefectural Agricultural
Experiment Station",ND,ND,f,f
Gunma,"30 January,2012",Gunma,"Maebashi City (Akagi-onuma Lake)
(inland waters)","29 January,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,473,Not detectable,,Gunma Agricultural Technology Center,473,ND,f,f
Gunma,"30 January,2012",Gunma,"Maebashi City (Akagi-onuma Lake)
(inland waters)","29 January,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,480,Not detectable,,Gunma Agricultural Technology Center,480,ND,f,f
Fukushima,"1 February,2012",Fukushima,"Kita-shiobara Village (Hibara Lake)
(inland waters)","19 January,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,187,Not detectable,,"Fukushima Agricultural Technology
Centre",187,ND,f,f
Fukushima,"8 February,2012",Fukushima,Kita-shiobara Village (Onogawa Lake) (inland waters),"3 February,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,214,Not detectable,,"Fukushima Agricultural Technology
Centre",214,ND,f,f
Gunma,"15 February,2012",Gunma,"Maebashi City (Akagi-onuma Lake)
(inland waters)","13 February,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,445,Not detectable,,Gunma Agricultural Technology Center,445,ND,f,f
Fukushima,"15 February,2012",Fukushima,"Kita-shiobara Village (Hibara Lake)
(inland waters)","10 February,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,140,Not detectable,,"Fukushima Agricultural Technology
Centre",140,ND,f,f
Fukushima,"15 February,2012",Fukushima,"Inawashiro Town and Kita-shiobara Village
(Akimoto Lake) (inland waters)","9 February,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,230,Not detectable,,"Fukushima Agricultural Technology
Centre",230,ND,f,f
Hokkaido,"20 February,2012",Hokkaido,"Abashiri Lake
(inland waters)","12 February,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,f,f
Fukushima,"22 February,2012",Fukushima,"Inawashiro Town and Kita-shiobara Village
(Akimoto Lake) (inland waters)","17 February,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,195,Not detectable,,"Fukushima Agricultural Technology
Centre",195,ND,f,f
Fukushima,"22 February,2012",Fukushima,Kita-shiobara Village (Akimoto Lake) (inland waters),"19 February,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,173,Not detectable,,"Fukushima Agricultural Technology
Centre",173,ND,f,f
Gunma,"23 February,2012",Gunma,"Maebashi City (Akagi-onuma Lake)
(inland waters)","13 February,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,475,Not detectable,,Gunma Agricultural Technology Center,475,ND,f,f
Nagano,"20 February,2012",Nagano,"Suwa Lake
(inland waters)","16 February,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",Not detectable,,Not detectable,,"Nagano Environmental Conservation
Research Institute",ND,ND,f,f
Nagano,"20 February,2012",Nagano,"Nojiri Lake
(inland waters)","3-11 February,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,42,Not detectable,,"Nagano Environmental Conservation
Research Institute",42,ND,f,f
Gunma,"27 February,2012",Gunma,"Maebashi City (Akagi-onuma Lake)
(inland waters)","26 February,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,459,Not detectable,,Gunma Agricultural Technology Center,459,ND,f,f
Gunma,"27 February,2012",Gunma,"Maebashi City (Akagi-onuma Lake)
(inland waters)","26 February,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,480,Not detectable,,Gunma Agricultural Technology Center,480,ND,f,f
Ibaraki,"28 February,2012",Ibaraki,Kasumigaura (Nishi-ura) (inland waters),"23 February,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",60,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",60,ND,f,f
Ibaraki,"28 February,2012",Ibaraki,Kasumigaura (Nishi-ura) (inland waters),"23 February,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",29,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",29,ND,f,f
Ibaraki,"28 February,2012",Ibaraki,Kasumigaura (Kita-ura) (inland waters),"23 February,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,31,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",31,ND,f,f
Ibaraki,"28 February,2012",Ibaraki,Kasumigaura (Kita-ura) (inland waters),"23 February,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,55,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",55,ND,f,f
Fukushima,"29 February,2012",Fukushima,"Kita-shiobara Village (Hibara Lake)
(inland waters)","26 February,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,244,Not detectable,,"Fukushima Agricultural Technology
Centre",244,ND,f,f
Yamagata,"16 January,2012",Yamagata,"Yonezawa City
(inland waters)","15 January,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,57,Not detectable,,"Yamagata Prefectural Institute of Public
Health",57,ND,f,f
Fukushima,"14 March,2012",Fukushima,"Kita-shuobara Village (Hibara Lake)
(inland waters)","11 March,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,50,Not detectable,,"Fukushima Agricultural Technology
Centre",50,ND,f,f
Gunma,"16 March,2012",Gunma,"Maebashi City (Akagi-onuma Lake)
(inland waters)","11 March,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,370,Not detectable,,Japan Chemical Analysis Center,370,ND,f,f
Fukushima,"21 March,2012",Fukushima,"Kita-shiobara Village (Hibara Lake)
(inland waters)","14 March,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,175,Not detectable,,"Fukushima Agricultural Technology
Centre",175,ND,f,f
Hokkaido,"21 March,2012",Hokkaido,"Abashiri Lake
(inland waters)","11 March,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,f,f
Ibaraki,"23 March,2012",Ibaraki,Kasumigaura (Nishi-ura) (inland waters),"16 March,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",39,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",39,ND,f,f
Ibaraki,"23 March,2012",Ibaraki,Kasumigaura (Kita-ura) (inland waters),"16 March,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",24,,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",24,ND,f,f
Fukushima,"28 March,2012",Fukushima,Kita-shiobara Village (Akimoto Lake) (inland waters),"16 March,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,191,Not detectable,,"Fukushima Agricultural Technology
Centre",191,ND,f,f
Fukushima,"28 March,2012",Fukushima,Tadami Town (Tadami Dam) (inland waters),"20 March,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Kanagawa,"29 March,2012",Kanagawa,Hakone Town (Ashino Lake) (inland waters),"26 March,2012","Japanese smelt(wild)
(Hypomesus  nipponensis)",,42,Not detectable,,Private inspection facility,42,ND,f,f
Fukushima,"13 May, 2011",Fukushima,"Kitashiobara
Village
(inland waters)","10 May, 2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,870,,24,Japan Chemical Analysis  Center,870,24,f,f
Fukushima,"19 May, 2011",Fukushima,"Kitashiobara
Village
(inland waters)","17 May, 2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,780,,9.8,Japan Chemical Analysis  Center,780,9.8,f,f
Fukushima,"26 May, 2011",Fukushima,Dadami Town (Dagokura Lake) (inland waters),"19 May, 2011","Japanese smelt(wild)
(Hypomesus nipponensis)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,f,f
Fukushima,"26 May, 2011",Fukushima,"Inawashiro Town and Kitashiobara Village
(Akimoto Lake) (inland waters)","21 May, 2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,210,Not detectable,,Japan Chemical Analysis  Center,210,ND,f,f
Ibaraki,"16 June, 2011",Ibaraki,Kasumigaura (Nishiura) (inland waters),"15 June, 2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,77,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",77,ND,f,f
Ibaraki,"16 June, 2011",Ibaraki,Kasumigaura (Kitaura) (inland waters),"15 June, 2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,58,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",58,ND,f,f
Ibaraki,"29 June, 2011",Ibaraki,Kasumigaura (Nishiura) (inland waters),"28 June, 2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,81,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",81,ND,f,f
Ibaraki,"7 July, 2011",Ibaraki,Kasumigaura (Kitaura) (inland waters),"6 July, 2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,79,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",79,ND,f,f
Ibaraki,"14 July, 2011",Ibaraki,Kasumigaura (Nishi-ura) (inland waters),"13 July, 2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,87,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",87,ND,f,f
Ibaraki,"14 July, 2011",Ibaraki,Kasumigaura (Kita-ura) (inland waters),"13 July, 2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,81,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",81,ND,f,f
Kanagawa,"28 July, 2011",Kanagawa,Hakone Town (Ashinoko Lake) (inland waters),"26 July, 2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,71,Not detectable,,"Kanagawa Prefectural Institute of
Public Health",71,ND,f,f
Ibaraki,"9 August, 2011",Ibaraki,Kasumigaura (Nishi-ura) (inland waters),"8 August, 2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,93,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",93,ND,f,f
Ibaraki,"9 August, 2011",Ibaraki,Kasumigaura (Kita-ura) (inland waters),"8 August, 2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,45,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",45,ND,f,f
Fukushima,"16 August, 2011",Fukushima,"Kita-shiobara
Village
(Hibara Lake)","9 August, 2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,600,Not detectable,,"Fukushima Agricultural Technology
Centre",600,ND,f,f
Fukushima,"24 August, 2011",Fukushima,"Kita-shiobara
Village
(Hibara Lake)","19 August, 2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,390,Not detectable,,"Fukushima Agricultural Technology
Centre",390,ND,f,f
Gunma,"29 August, 2011",Gunma,"Akagi-onuma Lake
(inland waters)","22,23 August, 2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,640,Not detectable,,Japan Inspection Association of Food and Food Industry Environment,640,ND,f,f
Fukushima,"31 August, 2011",Fukushima,"Kita-shiobara
Village
(Hibara Lake)","27 August, 2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,320,Not detectable,,"Fukushima Agricultural Technology
Centre",320,ND,f,f
Nagano,"31 August, 2011",Nagano,"Suwa Lake
(inland waters)","31 August, 2011","Japanese smelt(wild)
(Hypomesus nipponensis)",Not detectable,,Not detectable,,"Nagano Environmental Conservation
Research Institute",ND,ND,f,f
Fukushima,"7 September,2011",Fukushima,"Inawashiro Town and Kita-shiobara Village
(Akimoto Lake) (inland waters)","1 September,2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,350,Not detectable,,"Fukushima Agricultural Technology
Centre",350,ND,f,f
Fukushima,"7 September,2011",Fukushima,"Kita-shiobara
Village
(Hibara Lake)","3 September,2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,330,Not detectable,,"Fukushima Agricultural Technology
Centre",330,ND,f,f
Ibaraki,"6 September,2011",Ibaraki,Kasumigaura (Nishi-ura) (inland waters),"5 September,2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,34,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",34,ND,f,f
Ibaraki,"6 September,2011",Ibaraki,Kasumigaura (Kita-ura) (inland waters),"5 September,2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,88,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",88,ND,f,f
Tochigi,"8 September,2011",Tochigi,Nikko City (Chuzenji Lake) (inland waters),"6 September,2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,175,Not detectable,,Private inspection facility,175,ND,f,f
Chichibu Fisheries Cooperative,"8 September,2011",Saitama,"Chichibu City (Chichibu-sakura Lake)
(inland waters)","5-6 September,2011","Japanese smelt(wild)
(Hypomesus nipponensis)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,f,f
Chichibu Fisheries Cooperative,"8 September,2011",Saitama,"Chichibu City (Nishi- chichibumomo Lake)
(inland waters)","5 September,2011","Japanese smelt(wild)
(Hypomesus nipponensis)",Not detectable,,Not detectable,,"Japan Frozen Foods Inspection
Corporation",ND,ND,f,f
Gunma,"12 September,2011",Gunma,Tumagoi Village (Paragi Lake) (inland waters),"3-4 September,2011","Japanese smelt(wild)
(Hypomesus nipponensis)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,f,f
Gunma,"12 September,2011",Gunma,Kiryu City (Umeda Lake) (inland waters),"7 September,2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,222,Not detectable,,Private inspection facility,222,ND,f,f
Gunma,"12 September,2011",Gunma,Fujioka City (Ayukawa Lake) (inland waters),"8 September,2011","Japanese smelt(wild)
(Hypomesus nipponensis)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,f,f
Gunma,"12 September,2011",Gunma,"Maebashi City (Akagi-onuma Lake)
(inland waters)","9 September,2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,650,Not detectable,,Private inspection facility,650,ND,f,f
Gunma,"13 September,2011",Gunma,Katashina Village (Marunuma Lake) (inland waters),"11 September,2011","Japanese smelt(wild)
(Hypomesus nipponensis)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,f,f
Gunma,"13 September,2011",Gunma,Shimonita Town (Arahune Lake) (inland waters),"11 September,2011","Japanese smelt(wild)
(Hypomesus nipponensis)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,f,f
Fukushima,"14 September,2011",Fukusima,"Inawashiro Town and Kita-shiobara Village
(Akimoto Lake) (inland waters)","10 September,2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,350,Not detectable,,"Fukushima Agricultural Technology
Centre",350,ND,f,f
Gunma,"22 September,2011",Gunma,Minakami Town (Akaya Lake) (inland waters),"12,19 September,2011","Japanese smelt(wild)
(Hypomesus nipponensis)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,f,f
Gunma,"22 September,2011",Gunma,Midori City (Kusaki Lake) (inland waters),"17 September,2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,189,Not detectable,,Private inspection facility,189,ND,f,f
Tochigi,"22 September,2011",Tochigi,Tochigi City (Watarase Reservoir) (inland waters),"17 September,2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,17,Not detectable,,Private inspection facility,17,ND,f,f
Chiba,"22 September,2011",Chiba,Ichihara City (Takataki Lake) (inlanf waters),"21 September,2011","Japanese smelt(wild)
(Hypomesus nipponensis)",,9.28,Not detectable,,Tokyo  Quarantine Station,9.28,ND,f,f
Gunma,"29 September,2011",Gunma,Numata City (Sonohara Lake) (inland waters),"27 September,2011","Japanese smelt(wild)
(Hypomesus nipponensis)",Not detectable,,Not detectable,,Private inspection facility,ND,ND,f,f
Fukushima,"30 November ,2011",Fukushima,Kita-shiobara Village (Onogawa Lake) (inland waters),"23 November ,2011","Japanese smelt(farmed)
(Hypomesus  nipponensis)",,240,Not detectable,,"Fukushima Agricultural Technology
Centre",240,ND,f,f
Ibaraki,"30 July, 2011",Ibaraki,Kasumigaura (Nishi-ura) (inland waters),"29 July, 2011",Dried lake smelt (Hypomesus nipponensis) (processed),,123,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",123,ND,f,f
Ibaraki,"30 July, 2011",Ibaraki,Kasumigaura (Kita-ura) (inland waters),"29 July, 2011",Dried lake smelt (Hypomesus nipponensis) (processed),,129,Not detectable,,"Ibaraki Prefecture Environmental
Radiation Monitoring Center",129,ND,f,f
Tokyo,"13 October,2011",Tokyo,"Okutama town
(inland waters)","9 October,2011","Okutama yamame trout
(Oncorhynchus masou)",Not detectable,,Not detectable,,"Tokyo Metropolitan Industrial
Technology Research Institute",ND,ND,f,f
Fukushima,"5 October,2011",Fukushima,"Nishigo Village
(inland waters)","1 October,2011","Peled whitefish(farmed)
(Coregonus  peled)",,9.3,Not detectable,,"Fukushima Agricultural Technology
Centre",9.3,ND,f,f
Fukushima,"9 November ,2011",Fukushima,"Nishigo Village
(inland waters)","2 November ,2011","Peled whitefish(farmed)
(Coregonus  peled)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"14 December,2011",Fukushima,"Nishigo Village
(inland waters)","12 December,2011","Peled whitefish(farmed)
(Coregonus  peled)",,7.6,Not detectable,,"Fukushima Agricultural Technology
Centre",7.6,ND,f,f
Fukushima,"11 January,2012",Fukuahima,"Nishigo Village
(inland waters)","5 January,2012","Peled whitefish(farmed)
(Coregonus  peled)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"21 March,2012",Fukushima,Nishigo Village,"15 March,2012","Peled whitefish(farmed)
(Coregonus  peled)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"27 April, 2011",Fukushima,"Nishigo Village
(inland waters)","25 April, 2011","Peled whitefish(farmed)
(Coregonus peled)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,f,f
Fukushima,"5 May, 2011",Fukushima,"Nishigo Village
(inland waters)","2 May, 2011","Peled whitefish(farmed)
(Coregonus peled)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,f,f
Fukushima,"23 June, 2011",Fukushima,"Nishigo Village
(inland waters)","17 June, 2011","Peled whitefish(farmed)
(Coregonus peled)",Not detectable,,Not detectable,,Japan Chemical Analysis  Center,ND,ND,f,f
Fukushima,"13 July, 2011",Fukushima,"Nishigo Village
(inland waters)","8 July, 2011","Peled whitefish(farmed)
(Coregonus peled)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"10 August, 2011",Fukushima,"Nishigo Village
(inland waters)","5 August, 2011","Peled whitefish(farmed)
(Coregonus peled)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"21 September,2011",Fukusima,"Nishigo Village
(inland waters)","15 September,2011","Peled whitefish(farmed)
(Coregonus peled)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
Fukushima,"28 September,2011",Fukusima,"Inawashiro Town
(inland waters)","26 September,2011","Peled whitefish(farmed)
(Coregonus peled)",Not detectable,,Not detectable,,"Fukushima Agricultural Technology
Centre",ND,ND,f,f
